id,name,code_prefix_start,code_prefix_end,parent_id/id
pcg_608,Frais accessoires d’achat (inventaire intermittent),608,608,l10n_dz_elosys.pcg_60
pcg_609,"Rabais, remises, ristournes obtenus sur achats",609,609,l10n_dz_elosys.pcg_60
pcg_6090,R.R.R Obtenus sur achats de marchandises,6090,6090,l10n_dz_elosys.pcg_609
pcg_6091,R.R.R Obtenus sur achats de matières premières,6091,6091,l10n_dz_elosys.pcg_609
pcg_6092,R.R.R Obtenus sur achats d’autres approvisionnements,6092,6092,l10n_dz_elosys.pcg_609
pcg_6094,R.R.R Obtenus sur achats sur études et prestations,6094,6094,l10n_dz_elosys.pcg_609
pcg_6095,R.R.R Obtenus sur achats de petits matériels et équipements,6095,6095,l10n_dz_elosys.pcg_609
pcg_61,Services extérieurs,61,61,l10n_dz_elosys.pcg_6
pcg_611,Sous-traitance générale,611,611,l10n_dz_elosys.pcg_61
pcg_6111,Sous traitance de spécialité,6111,6111,l10n_dz_elosys.pcg_611
pcg_6112,Sous traitance de capacité,6112,6112,l10n_dz_elosys.pcg_611
pcg_6113,Sous traitance de marché,6113,6113,l10n_dz_elosys.pcg_611
pcg_613,Locations,613,613,l10n_dz_elosys.pcg_61
pcg_6131,Contrats de location-financement (en crédit-bail),6131,6131,l10n_dz_elosys.pcg_613
pcg_6137,Malis sur emballages rendus,6137,6137,l10n_dz_elosys.pcg_613
pcg_614,Charges locatives et charges de copropriété,614,614,l10n_dz_elosys.pcg_61
pcg_6141,Charges locatives d’immeubles,6141,6141,l10n_dz_elosys.pcg_614
pcg_6142,Charges de copropriété logements de fonction,6142,6142,l10n_dz_elosys.pcg_614
pcg_6143,Loyers garages et parking de stationnement de véhicules,6143,6143,l10n_dz_elosys.pcg_614
pcg_6148,Autres charges locatives,6148,6148,l10n_dz_elosys.pcg_614
pcg_615,"Entretien, réparations et maintenance",615,615,l10n_dz_elosys.pcg_61
pcg_6151,Entretien et réparation sur biens immobiliers,6151,6151,l10n_dz_elosys.pcg_615
pcg_6152,Entretien et réparation sur biens mobiliers,6152,6152,l10n_dz_elosys.pcg_615
pcg_6156,Maintenance,6156,6156,l10n_dz_elosys.pcg_615
pcg_616,Primes d'assurances,616,616,l10n_dz_elosys.pcg_61
pcg_6161,Assurances multirisques professionnels,6161,6161,l10n_dz_elosys.pcg_616
pcg_6162,Assurances transport,6162,6162,l10n_dz_elosys.pcg_616
pcg_6163,Assurance responsabilité civile,6163,6163,l10n_dz_elosys.pcg_616
pcg_6164,Assurance catastrophe naturelle,6164,6164,l10n_dz_elosys.pcg_616
pcg_6165,Assurance couverture risque de Vie,6165,6165,l10n_dz_elosys.pcg_616
pcg_6168,Autres assurances,6168,6168,l10n_dz_elosys.pcg_616
pcg_617,Etudes et recherches,617,617,l10n_dz_elosys.pcg_61
pcg_6171,Assistance technique,6171,6171,l10n_dz_elosys.pcg_617
pcg_6178,Autres frais d’études et de recherches,6178,6178,l10n_dz_elosys.pcg_617
pcg_618,Documentation et divers,618,618,l10n_dz_elosys.pcg_61
pcg_6181,Documentation générale,6181,6181,l10n_dz_elosys.pcg_618
pcg_6182,"Abonnements aux Journaux, revues et JO/BOAL/BOMOP ...etc.",6182,6182,l10n_dz_elosys.pcg_618
pcg_6183,"Documentation technique (plans, schémas, maquettes, etc.)",6183,6183,l10n_dz_elosys.pcg_618
pcg_6184,Frais de reprographie,6184,6184,l10n_dz_elosys.pcg_618
pcg_6185,Frais de soumissions et de marchés,6185,6185,l10n_dz_elosys.pcg_618
pcg_6186,Frais de conseils et assemblées,6186,6186,l10n_dz_elosys.pcg_618
pcg_6187,"Frais de colloques, séminaires et conférences",6187,6187,l10n_dz_elosys.pcg_618
pcg_619,"Rabais, remises, ristournes obtenus sur services extérieurs",619,619,l10n_dz_elosys.pcg_61
pcg_62,Autres services extérieurs,62,62,l10n_dz_elosys.pcg_6
pcg_621,Personnel extérieur a l'entreprise,621,621,l10n_dz_elosys.pcg_62
pcg_6211,Personnel intérimaire,6211,6211,l10n_dz_elosys.pcg_621
pcg_6212,Charges de sécurité et de gardiennage,6212,6212,l10n_dz_elosys.pcg_621
pcg_6213,Charges de nettoyage et travaux d’insalubrité,6213,6213,l10n_dz_elosys.pcg_621
pcg_6216,Personnel détaché ou prêté à l’entreprise,6216,6216,l10n_dz_elosys.pcg_621
pcg_622,Rémunérations d'intermédiaires et honoraires,622,622,l10n_dz_elosys.pcg_62
pcg_6222,Commissions sur ventes,6222,6222,l10n_dz_elosys.pcg_622
pcg_6223,Rémunération de consultants,6223,6223,l10n_dz_elosys.pcg_622
pcg_6225,Rémunération d’affacturage (factoring),6225,6225,l10n_dz_elosys.pcg_622
pcg_6226,Honoraires (autres que ceux incorporés dans les coûts),6226,6226,l10n_dz_elosys.pcg_622
pcg_6227,Frais d’actes et de contentieux,6227,6227,l10n_dz_elosys.pcg_622
pcg_6228,Autres rémunérations divers (non incorporables aux coûts),6228,6228,l10n_dz_elosys.pcg_622
pcg_623,"Publicité, publication, relations publiques",623,623,l10n_dz_elosys.pcg_62
pcg_6231,Annonces et insertions,6231,6231,l10n_dz_elosys.pcg_623
pcg_6232,Echantillons,6232,6232,l10n_dz_elosys.pcg_623
pcg_6233,"Foires, expositions et festivités",6233,6233,l10n_dz_elosys.pcg_623
pcg_6234,"Parrainage, Sponsoring et mécénat",6234,6234,l10n_dz_elosys.pcg_623
pcg_6235,Cadeau à la clientèle,6235,6235,l10n_dz_elosys.pcg_623
pcg_6236,Catalogues et imprimés,6236,6236,l10n_dz_elosys.pcg_623
pcg_6237,Publications Autres publicités,6237,6237,l10n_dz_elosys.pcg_623
pcg_6238,Autres frais de relations publiques,6238,6238,l10n_dz_elosys.pcg_623
pcg_624,Transports de biens et transport collectif du personnel,624,624,l10n_dz_elosys.pcg_62
pcg_6241,Transport sur ventes,6241,6241,l10n_dz_elosys.pcg_624
pcg_6242,Transport collectif du personnel,6242,6242,l10n_dz_elosys.pcg_624
pcg_6243,Transport entre établissements ou chantiers,6243,6243,l10n_dz_elosys.pcg_624
pcg_6244,Transport administratif,6244,6244,l10n_dz_elosys.pcg_624
pcg_6248,Autres transports divers,6248,6248,l10n_dz_elosys.pcg_624
pcg_625,"Déplacements, missions et réceptions",625,625,l10n_dz_elosys.pcg_62
pcg_6251,Voyages et déplacements à l’étranger,6251,6251,l10n_dz_elosys.pcg_625
pcg_6252,Frais de déménagement,6252,6252,l10n_dz_elosys.pcg_625
pcg_6255,Missions : intérieur du pays,6255,6255,l10n_dz_elosys.pcg_625
pcg_6257,Réceptions et hébergement,6257,6257,l10n_dz_elosys.pcg_625
pcg_626,Frais postaux et de télécommunications,626,626,l10n_dz_elosys.pcg_62
pcg_6261,Affranchissement courrier,6261,6261,l10n_dz_elosys.pcg_626
pcg_6262,Abonnement boite postale,6262,6262,l10n_dz_elosys.pcg_626
pcg_6263,Abonnements et communications téléphonie mobile,6263,6263,l10n_dz_elosys.pcg_626
pcg_6264,Abonnement internet,6264,6264,l10n_dz_elosys.pcg_626
pcg_6265,Frais de télécommunication (fixe et fax),6265,6265,l10n_dz_elosys.pcg_626
pcg_627,Services bancaires et assimilés,627,627,l10n_dz_elosys.pcg_62
pcg_6271,Frais sur effets et sur titres,6271,6271,l10n_dz_elosys.pcg_627
pcg_6272,Commissions bancaires,6272,6272,l10n_dz_elosys.pcg_627
pcg_6276,Location de coffres,6276,6276,l10n_dz_elosys.pcg_627
pcg_6278,Autres frais et commissions bancaires,6278,6278,l10n_dz_elosys.pcg_627
pcg_628,Cotisations et divers,628,628,l10n_dz_elosys.pcg_62
pcg_6281,Frais de recrutement de personnel,6281,6281,l10n_dz_elosys.pcg_628
pcg_6282,Frais de formation externe du personnel,6282,6282,l10n_dz_elosys.pcg_628
pcg_6283,Cotisations professionnelles,6283,6283,l10n_dz_elosys.pcg_628
pcg_6284,Droits de stationnement parking privé,6284,6284,l10n_dz_elosys.pcg_628
pcg_6288,Autres cotisations et dons courants divers,6288,6288,l10n_dz_elosys.pcg_628
pcg_629,"Rabais, remises, ristournes obtenus sur autres services extérieurs",629,629,l10n_dz_elosys.pcg_62
pcg_63,Charges de personnel,63,63,l10n_dz_elosys.pcg_6
pcg_631,Rémunérations du personnel,631,631,l10n_dz_elosys.pcg_63
pcg_6311,Traitements et Salaires,6311,6311,l10n_dz_elosys.pcg_631
pcg_6312,Primes,6312,6312,l10n_dz_elosys.pcg_631
pcg_6313,Indemnités,6313,6313,l10n_dz_elosys.pcg_631
pcg_6314,Prestations directes,6314,6314,l10n_dz_elosys.pcg_631
pcg_6315,Avantages et prestations en nature,6315,6315,l10n_dz_elosys.pcg_631
pcg_634,Rémunération de l'exploitant,634,634,l10n_dz_elosys.pcg_63
pcg_635,Cotisations aux organismes sociaux,635,635,l10n_dz_elosys.pcg_63
pcg_6351,Cotisations de sécurité sociale – CNAS,6351,6351,l10n_dz_elosys.pcg_635
pcg_6352,Cotisations au FNPOS,6352,6352,l10n_dz_elosys.pcg_635
pcg_6353,Cotisations à la retraite – CNR,6353,6353,l10n_dz_elosys.pcg_635
pcg_6354,Cotisations aux mutuelles,6354,6354,l10n_dz_elosys.pcg_635
pcg_6355,Cotisations à la CACOBATPH,6355,6355,l10n_dz_elosys.pcg_635
pcg_636,Cotisations sociales de l'exploitant,636,636,l10n_dz_elosys.pcg_63
pcg_6361,Cotisation annuelle à la CASNOS,6361,6361,l10n_dz_elosys.pcg_636
pcg_6368,Autres cotisations,6368,6368,l10n_dz_elosys.pcg_636
pcg_637,Autres charges sociales,637,637,l10n_dz_elosys.pcg_63
pcg_6374,Versements aux œuvres sociales,6374,6374,l10n_dz_elosys.pcg_637
pcg_6375,Autres contributions sociales,6375,6375,l10n_dz_elosys.pcg_637
pcg_638,Autres charges de personnel,638,638,l10n_dz_elosys.pcg_63
pcg_6381,Médecine du travail et pharmacie,6381,6381,l10n_dz_elosys.pcg_638
pcg_6382,Frais de formation et de perfectionnement du personnel (en interne),6382,6382,l10n_dz_elosys.pcg_638
pcg_6383,Frais d’activités socioculturelles et sportives,6383,6383,l10n_dz_elosys.pcg_638
pcg_6384,Avantages en nature accordés au personnel,6384,6384,l10n_dz_elosys.pcg_638
pcg_6385,Médailles du mérite et Jubilé,6385,6385,l10n_dz_elosys.pcg_638
pcg_6387,"Intéressement, primes et avantages liés aux résultats",6387,6387,l10n_dz_elosys.pcg_638
pcg_6388,Autres charges de personnel,6388,6388,l10n_dz_elosys.pcg_638
pcg_64,"Impôts, Taxes et versements assimilés",64,64,l10n_dz_elosys.pcg_6
pcg_641,"Impôts, taxes et versements assimilés sur rémunérations",641,641,l10n_dz_elosys.pcg_64
pcg_6412,Taxe d’apprentissage,6412,6412,l10n_dz_elosys.pcg_641
pcg_6413,Taxe sur la formation professionnelle,6413,6413,l10n_dz_elosys.pcg_641
pcg_6418,Autres taxes sur les salaires,6418,6418,l10n_dz_elosys.pcg_641
pcg_642,Impôts et taxes non récupérables sur chiffre d’affaires,642,642,l10n_dz_elosys.pcg_64
pcg_6421,Taxe sur l’activité professionnelle – T.A.P. (sur les débits),6421,6421,l10n_dz_elosys.pcg_642
pcg_6422,Taxe sur l’activité professionnelle – T.A.P. (sur encaissements),6422,6422,l10n_dz_elosys.pcg_642
pcg_645,Autres impôts et taxes (hors impôts sur les résultats),645,645,l10n_dz_elosys.pcg_64
pcg_6451,Taxe foncière sur les propriétés bâties et non bâties,6451,6451,l10n_dz_elosys.pcg_645
pcg_6452,Taxes spéciales et droits d'accises,6452,6452,l10n_dz_elosys.pcg_645
pcg_6453,Taxe sur l’environnement (écotaxe),6453,6453,l10n_dz_elosys.pcg_645
pcg_6454,Taxes sur les véhicules (Vignettes),6454,6454,l10n_dz_elosys.pcg_645
pcg_6455,Droits de stationnement parking communal,6455,6455,l10n_dz_elosys.pcg_645
pcg_6456,Droits d’enregistrement sur actes et marchés,6456,6456,l10n_dz_elosys.pcg_645
pcg_6457,Droits de timbre,6457,6457,l10n_dz_elosys.pcg_645
pcg_6458,"Autres droits, impôts et taxes divers",6458,6458,l10n_dz_elosys.pcg_645
pcg_65,Autres charges opérationnelles,65,65,l10n_dz_elosys.pcg_6
pcg_651,"Redevances pour concessions, brevets, licences, logiciels et valeurs similaires",651,651,l10n_dz_elosys.pcg_65
pcg_6511,Redevances pour concessions,6511,6511,l10n_dz_elosys.pcg_651
pcg_6512,Redevances pour brevets et licences de fabrication,6512,6512,l10n_dz_elosys.pcg_651
pcg_6516,Redevances pour exploitation de logiciels et valeurs similaires,6516,6516,l10n_dz_elosys.pcg_651
pcg_652,Moins values sur sortie d'actifs immobilisés non financiers,652,652,l10n_dz_elosys.pcg_65
pcg_6521,Moins value sur cession matériel et outillage,6521,6521,l10n_dz_elosys.pcg_652
pcg_6522,Moins value sur cession matériel de transport,6522,6522,l10n_dz_elosys.pcg_652
pcg_6523,Moins value sur cession mobilier et matériel de bureau,6523,6523,l10n_dz_elosys.pcg_652
pcg_6528,Moins value sur cession autres équipements et matériels,6528,6528,l10n_dz_elosys.pcg_652
pcg_653,Jetons de présence,653,653,l10n_dz_elosys.pcg_65
pcg_6531,Jetons de présence aux administrateurs,6531,6539,l10n_dz_elosys.pcg_653
pcg_654,Pertes sur créances irrécouvrables,654,654,l10n_dz_elosys.pcg_65
pcg_6541,Pertes sur créances de l'exercice,6541,6541,l10n_dz_elosys.pcg_654
pcg_6542,Pertes sur créances des exercices antérieurs,6542,6542,l10n_dz_elosys.pcg_654
pcg_655,Quote-part de résultat sur opérations faites en commun,655,655,l10n_dz_elosys.pcg_65
pcg_6551,Quote-part de bénéfice transféré dans le cadre d'un GIE ou d'une SEP,6551,6551,l10n_dz_elosys.pcg_655
pcg_6552,Quote-part de perte supportée dans le cadre d'un GIE ou d'une SEP,6552,6552,l10n_dz_elosys.pcg_655
pcg_656,"Amendes et pénalités, subventions accordées, dons et libéralités",656,656,l10n_dz_elosys.pcg_65
pcg_6562,"Amendes et pénalités (pénales, fiscales et parafiscales)",6562,6562,l10n_dz_elosys.pcg_656
pcg_6563,Subventions accordées,6563,6563,l10n_dz_elosys.pcg_656
pcg_6566,Dons et libéralités,6566,6566,l10n_dz_elosys.pcg_656
pcg_657,Charges exceptionnelles de gestion courante,657,657,l10n_dz_elosys.pcg_65
pcg_6571,Ecart de stocks (négatif) de marchandises,6571,6571,l10n_dz_elosys.pcg_657
pcg_6572,"Ecart de stocks (négatif) de matières, fournitures et autres approvisionnements",6572,6572,l10n_dz_elosys.pcg_657
pcg_6575,Rappel d’impôts (autre qu’IBS),6575,6575,l10n_dz_elosys.pcg_657
pcg_6578,Autres charges exceptionnelles,6578,6578,l10n_dz_elosys.pcg_657
pcg_658,Autres charges de gestion courante,658,658,l10n_dz_elosys.pcg_65
pcg_6581,Charges sur exercices antérieurs (en cours d'exercice),6581,6581,l10n_dz_elosys.pcg_658
pcg_6588,Autres charges diverses de gestion courante,6588,6588,l10n_dz_elosys.pcg_658
pcg_66,Charges financières,66,66,l10n_dz_elosys.pcg_6
pcg_661,Charges d'intérêts,661,661,l10n_dz_elosys.pcg_66
pcg_6611,Intérêts des emprunts,6611,6611,l10n_dz_elosys.pcg_661
pcg_6612,Intérêts des dettes,6612,6612,l10n_dz_elosys.pcg_661
pcg_6616,Intérêts bancaires sur opérations de financement (découvert),6616,6616,l10n_dz_elosys.pcg_661
pcg_6618,Intérêts des autres dettes,6618,6618,l10n_dz_elosys.pcg_661
pcg_664,Pertes sur créances liées à des participations,664,664,l10n_dz_elosys.pcg_66
pcg_665,Ecart d’évaluation sur actifs financiers - Moins-values,665,665,l10n_dz_elosys.pcg_66
pcg_6651,Mali provenant du rachat des actions propres,6651,6659,l10n_dz_elosys.pcg_665
pcg_666,Pertes de change,666,666,l10n_dz_elosys.pcg_66
pcg_667,Pertes nettes sur cessions d’actifs financiers,667,667,l10n_dz_elosys.pcg_66
pcg_668,Autres charges financières,668,668,l10n_dz_elosys.pcg_66
pcg_67,Eléments extraordinaires (Charges),67,67,l10n_dz_elosys.pcg_6
pcg_68,"Dotations aux amortissements, provisions et pertes de valeur",68,68,l10n_dz_elosys.pcg_6
pcg_681,"Dotations aux amortissements, provisions et pertes de valeur - actifs non courants",681,681,l10n_dz_elosys.pcg_68
pcg_6811,DAP-PDV : Immobilisations incorporelles,6811,6811,l10n_dz_elosys.pcg_681
pcg_6812,DAP-PDV : Immobilisations corporelles,6812,6812,l10n_dz_elosys.pcg_681
pcg_682,"Dotations aux amortissements, provisions et PDV des biens mis en concession",682,682,l10n_dz_elosys.pcg_68
pcg_685,Dotations aux provisions et pertes de valeurs – Actifs courants,685,685,l10n_dz_elosys.pcg_68
pcg_6853,Dotations pour pertes de valeurs sur stocks,6853,6853,l10n_dz_elosys.pcg_685
pcg_6854,Dotations pour pertes de valeurs sur créances,6854,6854,l10n_dz_elosys.pcg_685
pcg_6855,Dotation annuelle pour Indemnité de départ à la retraite et IFC,6855,6855,l10n_dz_elosys.pcg_685
pcg_6856,Dotations aux provisions pour pertes et charges – PNC,6856,6856,l10n_dz_elosys.pcg_685
pcg_6858,Dotations aux provisions – passifs courants,6858,6858,l10n_dz_elosys.pcg_685
pcg_686,"Dotations aux amortissements, provisions et pertes de valeur, éléments financiers",686,686,l10n_dz_elosys.pcg_68
pcg_6861,Dotations aux amortissements des primes de remboursement,6861,6861,l10n_dz_elosys.pcg_686
pcg_6862,Pertes de valeur des immobilisations financières,6862,6862,l10n_dz_elosys.pcg_686
pcg_69,Impôts sur les résultats et assimilés,69,69,l10n_dz_elosys.pcg_6
pcg_691,Participation des travailleurs aux bénéfices,691,691,l10n_dz_elosys.pcg_69
pcg_692,Imposition différée actif – Produits,692,692,l10n_dz_elosys.pcg_69
pcg_693,Imposition différée passif – Charges,693,693,l10n_dz_elosys.pcg_69
pcg_695,Impôts sur les bénéfices basés sur le résultat des activités ordinaires,695,695,l10n_dz_elosys.pcg_69
pcg_698,Autres impôts sur les résultats,698,698,l10n_dz_elosys.pcg_69
pcg_7,CLASSE 7 : COMPTES DE PRODUITS,7,7,
pcg_70,"Ventes de marchandises et de produits fabriqués, vente de   prestations de services et produits annexes",70,70,l10n_dz_elosys.pcg_7
pcg_700,Ventes de Marchandises,700,700,l10n_dz_elosys.pcg_70
pcg_7001,Marchandises (ou groupe) A,7001,7001,l10n_dz_elosys.pcg_700
pcg_7002,Marchandises (ou groupe) B,7002,7002,l10n_dz_elosys.pcg_700
pcg_701,Ventes de produits finis,701,701,l10n_dz_elosys.pcg_70
pcg_7011,Ventes de Produit fini (ou groupe) – PF1,7011,7011,l10n_dz_elosys.pcg_701
pcg_7012,Ventes de Produit fini (ou groupe) – PF2,7012,7012,l10n_dz_elosys.pcg_701
pcg_7013,Ventes de Produit fini (ou groupe) – PF3,7013,7013,l10n_dz_elosys.pcg_701
pcg_702,Ventes de produits intermédiaires,702,702,l10n_dz_elosys.pcg_70
pcg_7021,Ventes de Produits intermédiaires (ou groupe) – PI-1,7021,7021,l10n_dz_elosys.pcg_702
pcg_7022,Ventes de Produits intermédiaires (ou groupe) – PI-2,7022,7022,l10n_dz_elosys.pcg_702
pcg_7028,Ventes de sous produits (PR et accessoires fabriqués),7028,7028,l10n_dz_elosys.pcg_702
pcg_703,Ventes de produits résiduels,703,703,l10n_dz_elosys.pcg_70
pcg_7031,Ventes de déchets,7031,7031,l10n_dz_elosys.pcg_703
pcg_7032,Ventes de rebuts,7032,7032,l10n_dz_elosys.pcg_703
pcg_7033,Ventes de matières de récupération recyclables,7033,7033,l10n_dz_elosys.pcg_703
pcg_704,Vente de travaux,704,704,l10n_dz_elosys.pcg_70
pcg_7041,Travaux hydrauliques,7041,7041,l10n_dz_elosys.pcg_704
pcg_7042,Travaux publics,7042,7042,l10n_dz_elosys.pcg_704
pcg_7043,Travaux de constructions de bâtiments,7043,7043,l10n_dz_elosys.pcg_704
pcg_7044,Travaux de restauration de sites et monuments,7044,7044,l10n_dz_elosys.pcg_704
pcg_7045,Travaux de VRD et d'assainissement,7045,7045,l10n_dz_elosys.pcg_704
pcg_7046,Travaux d'entretien et de nettoyage,7046,7046,l10n_dz_elosys.pcg_704
pcg_7047,Travaux forestiers,7047,7047,l10n_dz_elosys.pcg_704
pcg_7048,Autres travaux de réalisation,7048,7048,l10n_dz_elosys.pcg_704
pcg_705,Vente d'études,705,705,l10n_dz_elosys.pcg_70
pcg_7051,Etudes : E1,7051,7051,l10n_dz_elosys.pcg_705
pcg_7058,Autres études techniques,7058,7058,l10n_dz_elosys.pcg_705
pcg_706,Autres prestations de services,706,706,l10n_dz_elosys.pcg_70
pcg_7061,Prestations de services fournis : S1,7061,7061,l10n_dz_elosys.pcg_706
pcg_7068,Autres Prestations de services,7068,7068,l10n_dz_elosys.pcg_706
pcg_708,Produits des activités annexes,708,708,l10n_dz_elosys.pcg_70
pcg_7081,Cession de matières premières,7081,7081,l10n_dz_elosys.pcg_708
pcg_7082,Cession d’autres approvisionnements,7082,7082,l10n_dz_elosys.pcg_708
pcg_7086,Bonis sur reprise d’emballages consignés,7086,7086,l10n_dz_elosys.pcg_708
pcg_7088,Autres produits des activités annexes,7088,7088,l10n_dz_elosys.pcg_708
pcg_709,"Rabais, remises et ristournes accordés",709,709,l10n_dz_elosys.pcg_70
pcg_7092,Réduction sur ventes – Hors factures,7092,7092,l10n_dz_elosys.pcg_709
pcg_7093,Réduction sur prestations – Hors factures,7093,7093,l10n_dz_elosys.pcg_709
pcg_72,Production stockée ou déstockée,72,72,l10n_dz_elosys.pcg_7
pcg_723,Variation de stocks d'encours,723,723,l10n_dz_elosys.pcg_72
pcg_7233,En-cours de production,7233,7233,l10n_dz_elosys.pcg_723
pcg_7234,En-cours d'études et de services,7234,7234,l10n_dz_elosys.pcg_723
pcg_724,Variation de stocks de produits,724,724,l10n_dz_elosys.pcg_72
pcg_7241,Produits intermédiaires,7241,7241,l10n_dz_elosys.pcg_724
pcg_7245,Produits finis,7245,7245,l10n_dz_elosys.pcg_724
pcg_7248,Produits résiduels,7248,7248,l10n_dz_elosys.pcg_724
pcg_729,Coût de la sous activité (différence d'imputation coût du chômage),729,729,l10n_dz_elosys.pcg_72
pcg_73,Production immobilisée,73,73,l10n_dz_elosys.pcg_7
pcg_731,Production immobilisée d'actifs incorporels (logiciels),731,731,l10n_dz_elosys.pcg_73
pcg_732,Production immobilisée d'actifs corporels,732,732,l10n_dz_elosys.pcg_73
pcg_74,Subventions d’exploitation,74,74,l10n_dz_elosys.pcg_7
pcg_741,Subvention d'équilibre,741,741,l10n_dz_elosys.pcg_74
pcg_748,Autres subventions d'exploitation,748,748,l10n_dz_elosys.pcg_74
pcg_75,Autres produits opérationnels,75,75,l10n_dz_elosys.pcg_7
pcg_751,"Redevances pour concessions, brevets, licences, logiciels et valeurs similaires",751,751,l10n_dz_elosys.pcg_75
pcg_752,Plus values sur sorties d’actifs immobilisés non financiers,752,752,l10n_dz_elosys.pcg_75
pcg_7521,Plus value sur cession d’éléments d’actifs mis à la réforme,7521,7521,l10n_dz_elosys.pcg_752
pcg_7528,Plus value sur autres éléments d’actifs corporels cédés,7528,7528,l10n_dz_elosys.pcg_752
pcg_753,Jetons de présence et rémunérations d'administrateurs ou de gérant,753,753,l10n_dz_elosys.pcg_75
pcg_7531,Jetons de présence perçus,7531,7539,l10n_dz_elosys.pcg_753
pcg_754,Quotes-parts de subventions d’investissement virées au résultat de l’exercice,754,754,l10n_dz_elosys.pcg_75
pcg_755,Quote-part de résultat sur opérations faites en commun,755,755,l10n_dz_elosys.pcg_75
pcg_7551,Quote-part de perte transférée (dans les SEP et GIE),7551,7551,l10n_dz_elosys.pcg_755
pcg_7552,Quote-part de bénéfice attribué (dans les SEP et GIE),7552,7552,l10n_dz_elosys.pcg_755
pcg_756,Rentrées sur créances amorties,756,756,l10n_dz_elosys.pcg_75
pcg_757,Produits exceptionnels sur opérations de gestion,757,757,l10n_dz_elosys.pcg_75
pcg_7571,Ecart de stocks (positif) de marchandises,7571,7571,l10n_dz_elosys.pcg_757
pcg_7572,"Ecart de stocks (positif) de matières, fournitures et autres approvisionnements",7572,7572,l10n_dz_elosys.pcg_757
pcg_7575,Dégrèvements d’impôts (autre qu’IBS),7575,7575,l10n_dz_elosys.pcg_757
pcg_7578,Autres produits exceptionnels,7578,7578,l10n_dz_elosys.pcg_757
pcg_758,Autres produits de gestion courante,758,758,l10n_dz_elosys.pcg_75
pcg_7581,Lots de bord et pièces de rechange gratuites,7581,7581,l10n_dz_elosys.pcg_758
pcg_7582,Remboursements sinistres et dégâts assurés,7582,7582,l10n_dz_elosys.pcg_758
pcg_7583,Revenus des immeubles de placement,7583,7583,l10n_dz_elosys.pcg_758
pcg_7586,Produits des exercices antérieurs (en cours d'exercice),7586,7586,l10n_dz_elosys.pcg_758
pcg_7588,Autres produits divers de gestion courante,7588,7588,l10n_dz_elosys.pcg_758
pcg_76,Produits financiers,76,76,l10n_dz_elosys.pcg_7
pcg_761,Produits de participations,761,761,l10n_dz_elosys.pcg_76
pcg_762,Revenus des actifs financiers,762,762,l10n_dz_elosys.pcg_76
pcg_763,Revenus de créances,763,763,l10n_dz_elosys.pcg_76
pcg_765,Ecart d’évaluation sur actifs financiers – Plus-values,765,765,l10n_dz_elosys.pcg_76
pcg_766,Gains de change,766,766,l10n_dz_elosys.pcg_76
pcg_767,Profits nets sur cessions d’actifs financiers,767,767,l10n_dz_elosys.pcg_76
pcg_768,Autres produits financiers,768,768,l10n_dz_elosys.pcg_76
pcg_77,Eléments extraordinaires (Produits),77,77,l10n_dz_elosys.pcg_7
pcg_78,Reprises sur pertes de valeurs et provisions,78,78,l10n_dz_elosys.pcg_7
pcg_781,Reprise d'exploitation sur pertes de valeur et provisions - actifs non courants,781,781,l10n_dz_elosys.pcg_78
pcg_7811,Reprises sur amortissements : Immobilisations incorporelles,7811,7811,l10n_dz_elosys.pcg_781
pcg_7812,Reprises sur perte de valeur : Immobilisations incorporelles,7812,7812,l10n_dz_elosys.pcg_781
pcg_7813,Reprises sur amortissements : Immobilisations corporelles,7813,7813,l10n_dz_elosys.pcg_781
pcg_7814,Reprises sur perte de valeur : Immobilisations corporelles,7814,7814,l10n_dz_elosys.pcg_781
pcg_7815,Reprises sur écarts de réévaluation : Immobilisations corporelles,7815,7815,l10n_dz_elosys.pcg_781
pcg_7817,Reprises sur plus values à réinvestir,7817,7817,l10n_dz_elosys.pcg_781
pcg_785,Reprise d'exploitation sur pertes de valeur et provisions - actifs courants,785,785,l10n_dz_elosys.pcg_78
pcg_7853,Reprise sur pertes de valeurs – Stocks et encours,7853,7853,l10n_dz_elosys.pcg_785
pcg_7854,Reprise sur pertes de valeurs – Créances,7854,7854,l10n_dz_elosys.pcg_785
pcg_7858,Reprise sur provisions pour pertes et charges – PNC,7858,7858,l10n_dz_elosys.pcg_785
pcg_786,Reprises financières sur pertes de valeur et provisions,786,786,l10n_dz_elosys.pcg_78
pcg_18141,Créances commerciales,18141,18149,l10n_dz_elosys.pcg_1814
pcg_18151,Dettes commerciales,18151,18159,l10n_dz_elosys.pcg_1815
pcg_37178,Achats d'autres fournitures accessoires,37178,37179,l10n_dz_elosys.pcg_371
pcg_38111,Matières (ou groupe) A,38111,38111,l10n_dz_elosys.pcg_3811
pcg_38112,Matières (ou groupe) B,38112,38112,l10n_dz_elosys.pcg_3811
pcg_38118,Autres matières premières,38118,38118,l10n_dz_elosys.pcg_3811
pcg_38171,Achats de Fournitures A,38171,38171,l10n_dz_elosys.pcg_3817
pcg_38172,Achats de Fournitures B,38172,38172,l10n_dz_elosys.pcg_3817
pcg_400,Fournisseurs et comptes rattachés,400,400,l10n_dz_elosys.pcg_40
pcg_40131,Fournisseurs de stocks : Nationaux – Publics,40131,40131,l10n_dz_elosys.pcg_4013
