id,name,code_prefix_start,code_prefix_end,parent_id/id
pcg_3841,Achats locaux,3841,3841,l10n_dz_elosys.pcg_384
pcg_3842,Achats à l'importation,3842,3842,l10n_dz_elosys.pcg_384
pcg_39,Pertes de valeur sur stocks et en cours,39,39,l10n_dz_elosys.pcg_3
pcg_390,Pertes de valeur sur Stocks de marchandises,390,390,l10n_dz_elosys.pcg_39
pcg_391,Pertes de valeur sur Matières premières et fournitures,391,391,l10n_dz_elosys.pcg_39
pcg_392,Pertes de valeur sur Autres approvisionnements,392,392,l10n_dz_elosys.pcg_39
pcg_393,Pertes de valeur sur En cours de production de biens,393,393,l10n_dz_elosys.pcg_39
pcg_394,Pertes de valeur sur En cours de production de services,394,394,l10n_dz_elosys.pcg_39
pcg_395,Pertes de valeur sur stocks de produits,395,395,l10n_dz_elosys.pcg_39
pcg_397,Pertes de valeur sur Stocks à l'extérieur,397,397,l10n_dz_elosys.pcg_39
pcg_4,CLASSE 4 : COMPTES DE TIERS,4,4,
pcg_40,Fournisseurs et comptes rattachés,40,40,l10n_dz_elosys.pcg_4
pcg_401,Fournisseurs de biens et services,401,401,l10n_dz_elosys.pcg_40
pcg_4013,Fournisseurs de stocks,4013,4013,l10n_dz_elosys.pcg_401
pcg_4016,Fournisseurs de services,4016,4016,l10n_dz_elosys.pcg_401
pcg_4017,Fournisseurs : Retenue de garantie sur stocks & services,4017,4017,l10n_dz_elosys.pcg_401
pcg_403,Fournisseurs : Effets à payer,403,403,l10n_dz_elosys.pcg_40
pcg_4031,Effets à payer aux fournisseurs de stocks,4031,4031,l10n_dz_elosys.pcg_403
pcg_4032,Effets à payer aux fournisseurs de services,4032,4032,l10n_dz_elosys.pcg_403
pcg_404,Fournisseurs d'immobilisations,404,404,l10n_dz_elosys.pcg_40
pcg_4041,Fournisseurs d'immobilisations : Nationaux – Publics,4041,4041,l10n_dz_elosys.pcg_404
pcg_4042,Fournisseurs d'immobilisations : Nationaux – Privés,4042,4042,l10n_dz_elosys.pcg_404
pcg_4043,Fournisseurs d'immobilisations : Etrangers,4043,4043,l10n_dz_elosys.pcg_404
pcg_4047,Fournisseurs d'immobilisations : Retenues de garantie,4047,4047,l10n_dz_elosys.pcg_404
pcg_405,Fournisseurs d'immobilisations : Effets à payer,405,405,l10n_dz_elosys.pcg_40
pcg_408,Fournisseurs factures non parvenues,408,408,l10n_dz_elosys.pcg_40
pcg_4081,Fournisseurs de stocks nationaux : Factures non parvenues,4081,4081,l10n_dz_elosys.pcg_408
pcg_4082,Fournisseurs de services – factures non parvenues,4082,4082,l10n_dz_elosys.pcg_408
pcg_4083,Factures à recevoir des Fournisseurs d’immobilisations,4083,4083,l10n_dz_elosys.pcg_408
pcg_4086,"Factures à recevoir des Consultants, CAC et Experts",4086,4086,l10n_dz_elosys.pcg_408
pcg_4088,Fournisseurs : Intérêts courus à payer,4088,4088,l10n_dz_elosys.pcg_408
pcg_4091,Fournisseurs : Avances et acomptes sur commandes,4091,4091,l10n_dz_elosys.pcg_40
pcg_4094,"Autres avances et acomptes (Consultants, CAC et Experts)",4094,4094,l10n_dz_elosys.pcg_40
pcg_4096,Fournisseurs : Créances pour emballages et matériels à rendre,4096,4096,l10n_dz_elosys.pcg_40
pcg_4097,Fournisseurs à soldes débiteurs (à détailler par code Tiers),4097,4097,l10n_dz_elosys.pcg_40
pcg_4098,R.R.R à obtenir,4098,4098,l10n_dz_elosys.pcg_40
pcg_41,Clients et comptes rattachés,41,41,l10n_dz_elosys.pcg_4
pcg_411,Clients,411,411,l10n_dz_elosys.pcg_41
pcg_4111,Clients : Ventes de biens et services,4111,4111,l10n_dz_elosys.pcg_411
pcg_4114,Clients : Autres créances diverses,4114,4114,l10n_dz_elosys.pcg_411
pcg_4117,Clients : Retenues de garantie,4117,4117,l10n_dz_elosys.pcg_411
pcg_413,Clients : effets à recevoir,413,413,l10n_dz_elosys.pcg_41
pcg_416,Clients douteux (ou litigieux),416,416,l10n_dz_elosys.pcg_41
pcg_4161,Clients douteux : secteur public,4161,4161,l10n_dz_elosys.pcg_416
pcg_4162,Clients douteux : secteur privé,4162,4162,l10n_dz_elosys.pcg_416
pcg_417,Créances sur travaux ou prestations en cours,417,417,l10n_dz_elosys.pcg_41
pcg_4171,Créances sur travaux en cours (à l'avancement),4171,4171,l10n_dz_elosys.pcg_417
pcg_4172,Créances sur prestations en cours (à l'avancement),4172,4172,l10n_dz_elosys.pcg_417
pcg_418,Clients - produits (finis) non encore facturés,418,418,l10n_dz_elosys.pcg_41
pcg_4181,Clients : Factures à établir – Secteur Public,4181,4181,l10n_dz_elosys.pcg_418
pcg_4182,Clients : Factures à établir – Secteur Privé,4182,4182,l10n_dz_elosys.pcg_418
pcg_4188,Clients : intérêts moratoires à facturer,4188,4188,l10n_dz_elosys.pcg_418
pcg_419,Clients créditeurs – RRR à accorder et autres avoirs à établir,419,419,l10n_dz_elosys.pcg_41
pcg_4191,Avances et acomptes perçus sur commandes,4191,4191,l10n_dz_elosys.pcg_419
pcg_4196,Clients : dettes pour emballages et matériels consignés,4196,4196,l10n_dz_elosys.pcg_419
pcg_4197,Clients à solde créditeur (à détailler par code Tiers),4197,4197,l10n_dz_elosys.pcg_419
pcg_4198,R.R.R. à accorder,4198,4198,l10n_dz_elosys.pcg_419
pcg_42,Personnel et comptes rattachés,42,42,l10n_dz_elosys.pcg_4
pcg_421,Personnel : Rémunérations dues,421,421,l10n_dz_elosys.pcg_42
pcg_4211,Salaires et appointements à payer,4211,4211,l10n_dz_elosys.pcg_421
pcg_4212,Présalaires à payer,4212,4212,l10n_dz_elosys.pcg_421
pcg_4213,Soldes de tout compte restant dus,4213,4213,l10n_dz_elosys.pcg_421
pcg_422,Fonds des œuvres sociales,422,422,l10n_dz_elosys.pcg_42
pcg_4221,Contributions annuelles à payer (3%),4221,4221,l10n_dz_elosys.pcg_422
pcg_4229,Autres avances pour le compte des œuvres sociales,4229,4229,l10n_dz_elosys.pcg_422
pcg_423,Participation des salariés au résultat,423,423,l10n_dz_elosys.pcg_42
pcg_4231,Quote-part de bénéfice attribuée au personnel,4231,4239,l10n_dz_elosys.pcg_423
pcg_425,Personnel : Avances et acomptes accordés,425,425,l10n_dz_elosys.pcg_42
pcg_4251,Avances sur salaires,4251,4251,l10n_dz_elosys.pcg_425
pcg_4256,Avances sur frais de mission,4256,4256,l10n_dz_elosys.pcg_425
pcg_4258,Autres avances exceptionnelles,4258,4258,l10n_dz_elosys.pcg_425
pcg_426,Personnel : Dépôts reçus,426,426,l10n_dz_elosys.pcg_42
pcg_4261,Frais médicaux à rembourser,4261,4261,l10n_dz_elosys.pcg_426
pcg_4268,Autres dépôts et prestations reçus au profit du personnel,4268,4268,l10n_dz_elosys.pcg_426
pcg_427,Personnel : Oppositions,427,427,l10n_dz_elosys.pcg_42
pcg_4271,Saisie-arrêt et cession de rémunération (sur décision de Justice),4271,4271,l10n_dz_elosys.pcg_427
pcg_4272,Retenue sur prêts sociaux,4272,4272,l10n_dz_elosys.pcg_427
pcg_4273,Retenue pour fonds de solidarité nationale et internationale,4273,4273,l10n_dz_elosys.pcg_427
pcg_4274,Retenue sur loyers logements du personnel,4274,4274,l10n_dz_elosys.pcg_427
pcg_4275,Salaires bloqués,4275,4275,l10n_dz_elosys.pcg_427
pcg_4278,Autres retenues sur salaires,4278,4278,l10n_dz_elosys.pcg_427
pcg_428,Personnel : Charges à payer et produits à recevoir,428,428,l10n_dz_elosys.pcg_42
pcg_4281,Dettes provisionnées pour congés à payer,4281,4281,l10n_dz_elosys.pcg_428
pcg_4286,Frais de mission à payer,4286,4286,l10n_dz_elosys.pcg_428
pcg_4288,Personnel : Autres charges à payer,4288,4288,l10n_dz_elosys.pcg_428
pcg_4289,Personnel : Produits à recevoir,4289,4289,l10n_dz_elosys.pcg_428
pcg_43,Organismes sociaux et comptes rattachés,43,43,l10n_dz_elosys.pcg_4
pcg_431,Sécurité sociale,431,431,l10n_dz_elosys.pcg_43
pcg_4311,Retenue sécurité sociale (part des employés),4311,4311,l10n_dz_elosys.pcg_431
pcg_4312,Cotisations FNPOS,4312,4312,l10n_dz_elosys.pcg_431
pcg_4313,CNAS à payer (part employeur),4313,4313,l10n_dz_elosys.pcg_431
pcg_4314,Cotisations CASNOS à payer,4314,4314,l10n_dz_elosys.pcg_431
pcg_432,Autres organismes sociaux,432,432,l10n_dz_elosys.pcg_43
pcg_4321,Cotisations Mutuelle à payer,4321,4321,l10n_dz_elosys.pcg_432
pcg_4322,Cotisations OPREBAT à payer,4322,4322,l10n_dz_elosys.pcg_432
pcg_4323,Cotisations CACOBATPH à payer,4323,4323,l10n_dz_elosys.pcg_432
pcg_4326,Assurance groupe (Quote-part employeur) à payer,4326,4326,l10n_dz_elosys.pcg_432
pcg_4327,Assurance groupe (Quote-part des travailleurs) à payer,4327,4327,l10n_dz_elosys.pcg_432
pcg_4328,Autres organismes sociaux,4328,4328,l10n_dz_elosys.pcg_432
pcg_438,"Organismes sociaux, charges à payer et produits à recevoir",438,438,l10n_dz_elosys.pcg_43
pcg_4386,Organismes sociaux : Charges sociales sur congés à payer,4386,4386,l10n_dz_elosys.pcg_438
pcg_4388,Organismes sociaux : Autres charges à payer,4388,4388,l10n_dz_elosys.pcg_438
pcg_4389,Organismes sociaux : Produits à recevoir,4389,4389,l10n_dz_elosys.pcg_438
pcg_44,"Etat, collectivités publiques, organismes internationaux et comptes rattachés",44,44,l10n_dz_elosys.pcg_4
pcg_441,"Etat et autres collectivités publiques, subventions à recevoir",441,441,l10n_dz_elosys.pcg_44
pcg_4411,Subventions d’investissements à recevoir,4411,4411,l10n_dz_elosys.pcg_441
pcg_4412,Subventions d’exploitation à recevoir,4412,4412,l10n_dz_elosys.pcg_441
pcg_4413,Subventions d’équilibre à recevoir,4413,4413,l10n_dz_elosys.pcg_441
pcg_4414,Subventions certification ISO à recevoir,4414,4414,l10n_dz_elosys.pcg_441
pcg_4418,Autres subventions et aides publiques à recevoir,4418,4418,l10n_dz_elosys.pcg_441
pcg_4419,Avances sur subventions,4419,4419,l10n_dz_elosys.pcg_441
pcg_442,"Etat, impôts et taxes recouvrables sur des tiers",442,442,l10n_dz_elosys.pcg_44
pcg_4421,IRG retenu sur salaires (barème),4421,4421,l10n_dz_elosys.pcg_442
pcg_4422,IRG – Libératoire sur rappels de salaires et participation,4422,4422,l10n_dz_elosys.pcg_442
pcg_4423,IRG – Libératoire sur bénéfices distribués,4423,4423,l10n_dz_elosys.pcg_442
pcg_4424,IRG – Libératoire sur revenus mobiliers,4424,4424,l10n_dz_elosys.pcg_442
pcg_4425,IRG – Libératoire sur Jetons de présence et tantièmes,4425,4425,l10n_dz_elosys.pcg_442
pcg_4426,IRG – Libératoire retenu à la source aux consultants,4426,4426,l10n_dz_elosys.pcg_442
pcg_4428,Autres impôts retenus à la source,4428,4428,l10n_dz_elosys.pcg_442
pcg_443,Opérations particulières avec l'Etat et les collectivités publiques,443,443,l10n_dz_elosys.pcg_44
pcg_4431,Créances sur l'Etat – Indemnisations,4431,4431,l10n_dz_elosys.pcg_443
pcg_4432,Avance pour compte ANEM – Emplois aidés (Quote part de l'Etat),4432,4432,l10n_dz_elosys.pcg_443
pcg_4438,Créances ou dettes résultant du changement de la réglementation fiscale,4438,4438,l10n_dz_elosys.pcg_443
pcg_444,"Etat, impôts sur les résultats",444,444,l10n_dz_elosys.pcg_44
pcg_4441,Acomptes provisionnels sur I.B.S,4441,4441,l10n_dz_elosys.pcg_444
pcg_4449,Impôts sur les bénéfices – I.B.S à payer,4449,4449,l10n_dz_elosys.pcg_444
pcg_445,"Etat, taxes sur le chiffre d'affaires",445,445,l10n_dz_elosys.pcg_44
pcg_4455,TVA à décaisser,4455,4455,l10n_dz_elosys.pcg_445
pcg_4456,TVA récupérable & précompte,4456,4456,l10n_dz_elosys.pcg_445
pcg_4457,TVA collectée,4457,4457,l10n_dz_elosys.pcg_445
pcg_4458,TVA à régulariser,4458,4458,l10n_dz_elosys.pcg_445
pcg_446,Organismes internationaux,446,446,l10n_dz_elosys.pcg_44
pcg_4461,Fonds de solidarité internationale,4461,4461,l10n_dz_elosys.pcg_446
pcg_4462,Subventions d’organismes étrangers,4462,4462,l10n_dz_elosys.pcg_446
pcg_447,"Autres impôts, taxes et versements assimilés",447,447,l10n_dz_elosys.pcg_44
pcg_4471,Taxe sur l’activité professionnelle – TAP  à payer (sur G.50),4471,4471,l10n_dz_elosys.pcg_447
pcg_4472,Taxe sur l’apprentissage et la formation professionnelle,4472,4472,l10n_dz_elosys.pcg_447
pcg_4473,Taxe sur l’environnement – (Écotaxe),4473,4473,l10n_dz_elosys.pcg_447
pcg_4474,Droits d’enregistrement à payer,4474,4474,l10n_dz_elosys.pcg_447
pcg_4475,Taxe foncière à payer,4475,4475,l10n_dz_elosys.pcg_447
pcg_4476,Taxes spéciales (ou spécifiques) à payer,4476,4476,l10n_dz_elosys.pcg_447
pcg_4478,"Autres droits, impôts et taxes à payer",4478,4478,l10n_dz_elosys.pcg_447
pcg_448,"Etat, charges à payer et produits à recevoir (hors impôts)",448,448,l10n_dz_elosys.pcg_44
pcg_4482,Etat – charges à payer : Charges fiscales sur congés à payer,4482,4482,l10n_dz_elosys.pcg_448
pcg_4486,Rappels d'impôts à payer (hors IBS),4486,4486,l10n_dz_elosys.pcg_448
pcg_4487,Etat – produits à recevoir : Trop versés sur impôts,4487,4487,l10n_dz_elosys.pcg_448
pcg_4488,Etat – produits à recevoir : Dégrèvement d’impôts,4488,4488,l10n_dz_elosys.pcg_448
pcg_45,Groupe et Associés,45,45,l10n_dz_elosys.pcg_4
pcg_451,Opérations Groupe,451,451,l10n_dz_elosys.pcg_45
pcg_4511,Avances de fonds,4511,4511,l10n_dz_elosys.pcg_451
pcg_4518,Autres opérations,4518,4518,l10n_dz_elosys.pcg_451
pcg_455,Associés – Comptes courants,455,455,l10n_dz_elosys.pcg_45
pcg_4551,Associés – Comptes courants : Principal,4551,4551,l10n_dz_elosys.pcg_455
pcg_4556,Associés – Comptes courants : Intérêts courus,4556,4556,l10n_dz_elosys.pcg_455
pcg_456,Associés – Opérations sur le capital,456,456,l10n_dz_elosys.pcg_45
pcg_4561,Associés : Comptes d’apport en société,4561,4561,l10n_dz_elosys.pcg_456
pcg_4562,"Associés : Capital souscrit, appelé et non versé (apports à libérer)",4562,4562,l10n_dz_elosys.pcg_456
pcg_4563,Associés : Versements reçus sur augmentation de Capital,4563,4563,l10n_dz_elosys.pcg_456
pcg_4564,Associés : Versements anticipés,4564,4564,l10n_dz_elosys.pcg_456
pcg_4566,Actionnaires défaillants,4566,4566,l10n_dz_elosys.pcg_456
pcg_4567,Associés : Capital à rembourser,4567,4567,l10n_dz_elosys.pcg_456
pcg_457,Associés – Dividendes à payer,457,457,l10n_dz_elosys.pcg_45
pcg_4571,Coupons d’action,4571,4571,l10n_dz_elosys.pcg_457
pcg_4572,Dividendes mis en paiement,4572,4572,l10n_dz_elosys.pcg_457
pcg_4577,Tantièmes à payer aux administrateurs et gérants,4577,4577,l10n_dz_elosys.pcg_457
pcg_458,Associés – Opérations faites en commun ou en groupement,458,458,l10n_dz_elosys.pcg_45
pcg_4586,Opérations faites en commun : Charges à payer,4586,4586,l10n_dz_elosys.pcg_458
pcg_4587,Opérations faites en commun : Produits à recevoir,4587,4587,l10n_dz_elosys.pcg_458
pcg_4588,Intérêts courus,4588,4588,l10n_dz_elosys.pcg_458
pcg_46,Débiteurs divers et créditeurs divers,46,46,l10n_dz_elosys.pcg_4
pcg_462,Créances sur cessions d'immobilisations,462,462,l10n_dz_elosys.pcg_46
pcg_4621,Fonds à recevoir sur cessions d’Actifs réformés,4621,4621,l10n_dz_elosys.pcg_462
pcg_4622,Débiteurs sur cessions d’immobilisations,4622,4622,l10n_dz_elosys.pcg_462
pcg_464,Dettes sur acquisitions de VMP et instruments financiers dérivés,464,464,l10n_dz_elosys.pcg_46
pcg_465,Créances sur cessions de VMP et instruments financiers dérivés,465,465,l10n_dz_elosys.pcg_46
pcg_467,Autres comptes débiteurs ou créditeurs,467,467,l10n_dz_elosys.pcg_46
pcg_4671,"Fonds en dépôt chez les officiers ministériels (notaire, commis. priseurs)",4671,4671,l10n_dz_elosys.pcg_467
pcg_4672,Avances sur frais divers,4672,4672,l10n_dz_elosys.pcg_467
pcg_4673,Achats pour compte de tiers,4673,4673,l10n_dz_elosys.pcg_467
pcg_4674,Autres avances pour compte,4674,4674,l10n_dz_elosys.pcg_467
pcg_4675,Jetons de présence à payer aux Administrateurs,4675,4675,l10n_dz_elosys.pcg_467
pcg_4676,Débiteurs divers (à détailler),4676,4676,l10n_dz_elosys.pcg_467
pcg_4679,Créditeurs de frais divers (à détailler),4679,4679,l10n_dz_elosys.pcg_467
pcg_468,Divers charges à payer et produits à recevoir,468,468,l10n_dz_elosys.pcg_46
pcg_4686,Charges à payer,4686,4686,l10n_dz_elosys.pcg_468
pcg_4687,Produits à recevoir,4687,4687,l10n_dz_elosys.pcg_468
pcg_47,Comptes transitoires ou d'attente,47,47,l10n_dz_elosys.pcg_4
pcg_476,Dépenses en attente d’imputation,476,476,l10n_dz_elosys.pcg_47
pcg_477,Recettes en attente d’imputation,477,477,l10n_dz_elosys.pcg_47
pcg_478,Autres opérations à régulariser,478,478,l10n_dz_elosys.pcg_47
pcg_48,Charges ou produits constatés d'avance et provisions,48,48,l10n_dz_elosys.pcg_4
pcg_481,Provisions - passifs courants,481,481,l10n_dz_elosys.pcg_48
pcg_4811,Provisions pour procès et litiges (moins de 12 mois),4811,4811,l10n_dz_elosys.pcg_481
pcg_4812,Provisions pour garanties données aux clients (moins de 12 mois),4812,4812,l10n_dz_elosys.pcg_481
pcg_4815,Provisions pour amendes et pénalités,4815,4815,l10n_dz_elosys.pcg_481
pcg_4816,Provisions pour pertes de change,4816,4816,l10n_dz_elosys.pcg_481
pcg_4818,Autres provisions : Passifs courants,4818,4818,l10n_dz_elosys.pcg_481
pcg_486,Charges constatées d'avance,486,486,l10n_dz_elosys.pcg_48
pcg_4861,Loyers payés d’avance (autre que cautionnement),4861,4861,l10n_dz_elosys.pcg_486
pcg_4862,Primes d’assurances payées d’avance,4862,4862,l10n_dz_elosys.pcg_486
pcg_4863,Abonnements payés d’avance,4863,4863,l10n_dz_elosys.pcg_486
pcg_4866,Charges financières différées,4866,4866,l10n_dz_elosys.pcg_486
pcg_4868,Autres charges constatées d’avance,4868,4868,l10n_dz_elosys.pcg_486
pcg_487,Produits constatés d'avance,487,487,l10n_dz_elosys.pcg_48
pcg_4871,Loyers perçus d’avance (immeubles de placement),4871,4871,l10n_dz_elosys.pcg_487
pcg_4877,Subventions à étaler,4877,4877,l10n_dz_elosys.pcg_487
pcg_4878,Autres produits constatés d’avance,4878,4878,l10n_dz_elosys.pcg_487
pcg_49,Pertes de valeur sur comptes de tiers,49,49,l10n_dz_elosys.pcg_4
pcg_491,Pertes de valeur sur comptes de clients,491,491,l10n_dz_elosys.pcg_49
pcg_4911,Pertes de valeurs sur comptes de clients,4911,4911,l10n_dz_elosys.pcg_491
pcg_4912,Pertes de valeurs sur retenues de garanties,4912,4912,l10n_dz_elosys.pcg_491
pcg_495,Pertes de valeur sur comptes du groupe et sur associés,495,495,l10n_dz_elosys.pcg_49
pcg_4951,Pertes de valeur sur compte du groupe,4951,4951,l10n_dz_elosys.pcg_495
pcg_4955,Pertes de valeur sur comptes courants des associés,4955,4955,l10n_dz_elosys.pcg_495
pcg_4958,Pertes de valeur sur opérations faites en commun (SEP – GIE),4958,4958,l10n_dz_elosys.pcg_495
pcg_496,Pertes de valeur sur comptes de débiteurs divers,496,496,l10n_dz_elosys.pcg_49
pcg_4962,Pertes de valeur sur créances de cessions d'immobilisations,4962,4962,l10n_dz_elosys.pcg_496
pcg_4965,Pertes de valeur sur créances de cessions de VMP,4965,4965,l10n_dz_elosys.pcg_496
pcg_4967,Pertes de valeur sur autres comptes débiteurs,4967,4967,l10n_dz_elosys.pcg_496
pcg_498,Pertes de valeur sur autres comptes de tiers,498,498,l10n_dz_elosys.pcg_49
pcg_5,CLASSE 5 : COMPTES FINANCIERS,5,5,
pcg_50,Valeurs mobilières de placement,50,50,l10n_dz_elosys.pcg_5
pcg_501,Part dans des entreprises liées,501,501,l10n_dz_elosys.pcg_50
pcg_502,Actions propres,502,502,l10n_dz_elosys.pcg_50
pcg_503,Autres actions ou titres conférant un droit de propriété,503,503,l10n_dz_elosys.pcg_50
pcg_506,"Obligations, bons du trésor et bons de caisse à court terme",506,506,l10n_dz_elosys.pcg_50
pcg_508,Autres valeurs mobilières de placement et créances assimilés,508,508,l10n_dz_elosys.pcg_50
pcg_509,Versements restant à effectuer sur VMP non libérées,509,509,l10n_dz_elosys.pcg_50
pcg_51,"Banque, établissements financiers et assimilés",51,51,l10n_dz_elosys.pcg_5
pcg_511,Valeurs à l'encaissement,511,511,l10n_dz_elosys.pcg_51
pcg_5111,Chèques à encaisser,5111,5111,l10n_dz_elosys.pcg_511
pcg_5112,Traites remises à l’escompte,5112,5112,l10n_dz_elosys.pcg_511
pcg_5118,Autres valeurs à l’encaissement,5118,5118,l10n_dz_elosys.pcg_511
pcg_512,Banques comptes courants,512,512,l10n_dz_elosys.pcg_51
pcg_5121,Comptes bancaires : Dinars,5121,5121,l10n_dz_elosys.pcg_512
pcg_5122,Comptes bancaires : Devises,5122,5122,l10n_dz_elosys.pcg_512
pcg_515,Trésor Public et établissements publics,515,515,l10n_dz_elosys.pcg_51
pcg_5151,Caisses du Trésor Public,5151,5151,l10n_dz_elosys.pcg_515
pcg_5152,Caisses des établissements publics,5152,5152,l10n_dz_elosys.pcg_515
pcg_517,Autres organismes financiers,517,517,l10n_dz_elosys.pcg_51
pcg_5171,Banque postale (C.C.P),5171,5171,l10n_dz_elosys.pcg_517
pcg_5172,Sociétés de leasing (crédit-bail),5172,5172,l10n_dz_elosys.pcg_517
pcg_5173,Sociétés de factoring (affacturage),5173,5173,l10n_dz_elosys.pcg_517
pcg_5176,Société de bourse,5176,5176,l10n_dz_elosys.pcg_517
pcg_5178,Autres organismes et établissements financiers,5178,5178,l10n_dz_elosys.pcg_517
pcg_518,Intérêts courus,518,518,l10n_dz_elosys.pcg_51
pcg_5186,Intérêts courus à payer  (agios à payer),5186,5186,l10n_dz_elosys.pcg_518
pcg_5187,Intérêts courus à recevoir (intérêts des dépôts créditeurs à recevoir),5187,5187,l10n_dz_elosys.pcg_518
pcg_519,Concours bancaires courants,519,519,l10n_dz_elosys.pcg_51
pcg_5191,Facilité de caisse,5191,5191,l10n_dz_elosys.pcg_519
pcg_5192,Découvert bancaire,5192,5192,l10n_dz_elosys.pcg_519
pcg_5193,Autres avances bancaires,5193,5193,l10n_dz_elosys.pcg_519
pcg_5198,Intérêts courus sur concours bancaires courants,5198,5198,l10n_dz_elosys.pcg_519
pcg_52,Instruments financiers dérivés,52,52,l10n_dz_elosys.pcg_5
pcg_521,Instruments financiers dérivés : Actifs,521,521,l10n_dz_elosys.pcg_52
pcg_529,Instruments financiers dérivés : Passifs,529,529,l10n_dz_elosys.pcg_52
pcg_53,Caisse,53,53,l10n_dz_elosys.pcg_5
pcg_531,Caisse siège social,531,531,l10n_dz_elosys.pcg_53
pcg_5311,Caisse principale en Dinars,5311,5311,l10n_dz_elosys.pcg_531
pcg_5314,Caisse principale en Devises,5314,5314,l10n_dz_elosys.pcg_531
pcg_532,Caisse Auxiliaire,532,532,l10n_dz_elosys.pcg_53
pcg_5321,Caisse auxiliaire : Succursale (ou Unité) A,5321,5321,l10n_dz_elosys.pcg_532
pcg_5322,Caisse auxiliaire : Succursale (ou Unité) B,5322,5322,l10n_dz_elosys.pcg_532
pcg_54,Régies d'avances et accréditifs,54,54,l10n_dz_elosys.pcg_5
pcg_541,Régies d'avances,541,541,l10n_dz_elosys.pcg_54
pcg_542,Accréditifs,542,542,l10n_dz_elosys.pcg_54
pcg_58,Virements internes,58,58,l10n_dz_elosys.pcg_5
pcg_581,Virements de fonds,581,581,l10n_dz_elosys.pcg_58
pcg_5811,Virements interbancaires,5811,5811,l10n_dz_elosys.pcg_581
pcg_5812,Versements d'espèces en banques,5812,5812,l10n_dz_elosys.pcg_581
pcg_5813,Alimentation caisses,5813,5813,l10n_dz_elosys.pcg_581
pcg_588,Autres virements internes,588,588,l10n_dz_elosys.pcg_58
pcg_5886,Achats au comptant,5886,5886,l10n_dz_elosys.pcg_588
pcg_5887,Ventes au comptant,5887,5887,l10n_dz_elosys.pcg_588
pcg_5888,Autres virements internes - détails,5888,5888,l10n_dz_elosys.pcg_588
pcg_59,Pertes de valeur sur actifs financiers courants,59,59,l10n_dz_elosys.pcg_5
pcg_591,Pertes de valeur sur valeurs en banque et Etablissements financiers,591,591,l10n_dz_elosys.pcg_59
pcg_594,Pertes de valeurs sur régies d'avances et accréditifs,594,594,l10n_dz_elosys.pcg_59
pcg_6,CLASSE 6 : COMPTES DE CHARGES,6,6,
pcg_60,Achats consommés,60,60,l10n_dz_elosys.pcg_6
pcg_600,Achats de marchandises vendues,600,600,l10n_dz_elosys.pcg_60
pcg_6001,Matières premières consommées,6001,6001,l10n_dz_elosys.pcg_600
pcg_6002,Marchandises (ou groupe) B,6002,6002,l10n_dz_elosys.pcg_600
pcg_601,Matières premières & fournitures consommées,601,601,l10n_dz_elosys.pcg_60
pcg_6017,Fournitures accessoires consommées,6017,6017,l10n_dz_elosys.pcg_601
pcg_602,Autres approvisionnements consommés,602,602,l10n_dz_elosys.pcg_60
pcg_6021,Matières consommables,6021,6021,l10n_dz_elosys.pcg_602
pcg_6022,Fournitures consommables,6022,6022,l10n_dz_elosys.pcg_602
pcg_6026,Emballages consommés,6026,6026,l10n_dz_elosys.pcg_602
pcg_603,Variations des stocks (inventaire intermittent),603,603,l10n_dz_elosys.pcg_60
pcg_6030,Variations de stocks de marchandises,6030,6030,l10n_dz_elosys.pcg_603
pcg_6031,Variations de stock de matières premières & Fournitures,6031,6031,l10n_dz_elosys.pcg_603
pcg_6032,Variations de stock des autres approvisionnements,6032,6032,l10n_dz_elosys.pcg_603
pcg_604,Achats d'études et de prestations de services,604,604,l10n_dz_elosys.pcg_60
pcg_6041,Achats d'études,6041,6041,l10n_dz_elosys.pcg_604
pcg_6042,Achats de prestations de services,6042,6042,l10n_dz_elosys.pcg_604
pcg_605,"Achats de matériels, équipements et travaux",605,605,l10n_dz_elosys.pcg_60
pcg_6051,Achats d’immobilisations de faible valeur : Petit matériel & outillage,6051,6051,l10n_dz_elosys.pcg_605
pcg_6052,Achats d’immobilisations de faible valeur : Mobilier,6052,6052,l10n_dz_elosys.pcg_605
pcg_6053,Achats d’immobilisations de faible valeur : Matériel informatique,6053,6053,l10n_dz_elosys.pcg_605
pcg_6054,Achats d’immobilisations de faible valeur : Matériel de communicat.,6054,6054,l10n_dz_elosys.pcg_605
pcg_6058,"Autres achats de matériels, d'équipements et de travaux",6058,6058,l10n_dz_elosys.pcg_605
pcg_607,Achats non stockés de matières et fournitures,607,607,l10n_dz_elosys.pcg_60
pcg_6071,Achat non stocké de carburant,6071,6071,l10n_dz_elosys.pcg_607
pcg_6072,Achat non stocké d'énergie et de force motrice (ateliers),6072,6072,l10n_dz_elosys.pcg_607
pcg_6073,"Fournitures non stockées : Eau, Gaz & Electricité (bureaux)",6073,6073,l10n_dz_elosys.pcg_607
pcg_6074,Fournitures administratives et de bureautique non stockées,6074,6074,l10n_dz_elosys.pcg_607
pcg_6075,Achats non stockés de fournitures d'atelier et de magasin,6075,6075,l10n_dz_elosys.pcg_607
pcg_6076,Achat non stocké de Tenues de travail et de sécurité,6076,6076,l10n_dz_elosys.pcg_607
pcg_6078,Achat : Autres fournitures consommables non stockées,6078,6078,l10n_dz_elosys.pcg_607
